48890,48,합천군,경상남도 합천군
50110,50,제주시,제주특별자치도 제주시
50130,50,서귀포시,제주특별자치도 서귀포시
51110,51,춘천시,강원특별자치도 춘천시
51130,51,원주시,강원특별자치도 원주시
51150,51,강릉시,강원특별자치도 강릉시
51170,51,동해시,강원특별자치도 동해시
51190,51,태백시,강원특별자치도 태백시
51210,51,속초시,강원특별자치도 속초시
51230,51,삼척시,강원특별자치도 삼척시
51720,51,홍천군,강원특별자치도 홍천군
51730,51,횡성군,강원특별자치도 횡성군
51750,51,영월군,강원특별자치도 영월군
51760,51,평창군,강원특별자치도 평창군
51770,51,정선군,강원특별자치도 정선군
51780,51,철원군,강원특별자치도 철원군
51790,51,화천군,강원특별자치도 화천군
51800,51,양구군,강원특별자치도 양구군
51810,51,인제군,강원특별자치도 인제군
51820,51,고성군,강원특별자치도 고성군
51830,51,양양군,강원특별자치도 양양군
52110,52,전주시,전북특별자치도 전주시
52130,52,군산시,전북특별자치도 군산시
52140,52,익산시,전북특별자치도 익산시
52180,52,정읍시,전북특별자치도 정읍시
52190,52,남원시,전북특별자치도 남원시
52210,52,김제시,전북특별자치도 김제시
52710,52,완주군,전북특별자치도 완주군
52720,52,진안군,전북특별자치도 진안군
52730,52,무주군,전북특별자치도 무주군
52740,52,장수군,전북특별자치도 장수군
52750,52,임실군,전북특별자치도 임실군
52770,52,순창군,전북특별자치도 순창군
52790,52,고창군,전북특별자치도 고창군
52800,52,부안군,전북특별자치도 부안군
